"mnemonic"|"args"|"shortdescription"|"description"|"type"|"group"|"subdivision"|"family"|"subfamily"|"coding"|"operation"|"flags"|"notes"|"assemblertranslationsandvalidations"|"cpuvalidations"
"and.l"|"rdst,rsrc1,rsrc2"|"And long GPR's"|"Bitwise and of long GPR's"|"3"|"A"|"5"|"Logic"|"1"|"11 uuuu rsrc1 r\_dst rsrc2 01 00101 uuuu"|"if $(dst \enspace \% \enspace 2 == 0 \enspace \& \enspace src \enspace \% \enspace 2 == 0)$ then \\ $\enspace (r_{dst+1}\# r_{dst}) \longleftarrow_{64} (r_{src_{1}+1} \# r_{src_{1}}) \& (r_{src_{2}+1} \# r_{src_{2}})$\\ $\enspace r_{dst+1}.c \longleftarrow_{1} alu_{1}.c$ \\ $\enspace r_{dst+1}.v \longleftarrow_{1} alu_{1}.v$ \\ $\enspace r_{dst+1}.z \longleftarrow_{1} alu_{1}.z$ \\ $\enspace r_{dst+1}.n \longleftarrow_{1} alu_{1}.n$ \\ $\enspace r_{dst}.c \longleftarrow_{1} alu_{0}.c$ \\ $\enspace r_{dst}.v \longleftarrow_{1} alu_{0}.v$ \\ $\enspace r_{dst}.z \longleftarrow_{1} alu_{0}.z$ \\ $\enspace r_{dst}.n \longleftarrow_{1} alu_{0}.n$ \\ else \\ $\enspace cr[4] \longleftarrow_{1} 1$ \\ endif \\"|"if $(dst \enspace \% \enspace 2 == 0 \enspace \& \enspace src \enspace \% \enspace 2 == 0)$ then \\ $\enspace r_{dst}.c$, $r_{dst}.v$, $r_{dst}.z$, $r_{dst}.n$, $r_{dst+1}.c$, $r_{dst+1}.v$, $r_{dst+1}.z$, $r_{dst+1}.n$ \\ else \\ $\enspace cr[4] \longleftarrow_{1} 1$ \\"|"$r_{dst}.n$ and $r_{dst+1}.n$ are implicit."|"None."|"dst range: 0:31 and even; src1 range: 0:31 and even; src2 range: 0:31 and even"
"or.w"|"rdst,rsrc1,rsrc2"|"Or GPR's"|"Bitwise or of GPR's"|"3"|"A"|"6"|"Logic"|"2"|"11 uuuu rsrc1 r\_dst rsrc2 00 00110 uuuu"|"$r_{dst} \longleftarrow_{32} r_{src_{1}} | r_{src_{2}}$ \\ $r_{dst}.c \longleftarrow_{1} alu_{0}.c$ \\ $r_{dst}.v \longleftarrow_{1} alu_{0}.v$ \\ $r_{dst}.z \longleftarrow_{1} alu_{0}.z$ \\ $r_{dst}.n \longleftarrow_{1} alu_{0}.n$ \\"|"$r_{dst}.c$, $r_{dst}.v$, $r_{dst}.z$, $r_{dst}.n$ \\"|"$r_{dst}.n$ is implicit."|"None."|"dst range: 0:31; src1 range: 0:31; src2 range: 0:31"
"or.l"|"rdst,rsrc1,rsrc2"|"Or long GPR's"|"Bitwise or of long GPR's"|"3"|"A"|"6"|"Logic"|"2"|"11 uuuu rsrc1 r\_dst rsrc2 01 00110 uuuu"|"if $(dst \enspace \% \enspace 2 == 0 \enspace \& \enspace src \enspace \% \enspace 2 == 0)$ then \\ $\enspace (r_{dst+1}\# r_{dst}) \longleftarrow_{64} (r_{src_{1}+1} \# r_{src_{1}}) | (r_{src_{2}+1} \# r_{src_{2}})$\\ $\enspace r_{dst+1}.c \longleftarrow_{1} alu_{1}.c$ \\ $\enspace r_{dst+1}.v \longleftarrow_{1} alu_{1}.v$ \\ $\enspace r_{dst+1}.z \longleftarrow_{1} alu_{1}.z$ \\ $\enspace r_{dst+1}.n \longleftarrow_{1} alu_{1}.n$ \\ $\enspace r_{dst}.c \longleftarrow_{1} alu_{0}.c$ \\ $\enspace r_{dst}.v \longleftarrow_{1} alu_{0}.v$ \\ $\enspace r_{dst}.z \longleftarrow_{1} alu_{0}.z$ \\ $\enspace r_{dst}.n \longleftarrow_{1} alu_{0}.n$ \\ else \\ $\enspace cr[4] \longleftarrow_{1} 1$ \\ endif \\"|"if $(dst \enspace \% \enspace 2 == 0 \enspace \& \enspace src \enspace \% \enspace 2 == 0)$ then \\ $\enspace r_{dst}.c$, $r_{dst}.v$, $r_{dst}.z$, $r_{dst}.n$, $r_{dst+1}.c$, $r_{dst+1}.v$, $r_{dst+1}.z$, $r_{dst+1}.n$ \\ else \\ $\enspace cr[4] \longleftarrow_{1} 1$ \\"|"$r_{dst}.n$ and $r_{dst+1}.n$ are implicit."|"None."|"dst range: 0:31 and even; src1 range: 0:31 and even; src2 range: 0:31 and even"
"xor.w"|"rdst,rsrc1,rsrc2"|"Xor GPR's"|"Bitwise xor of GPR's"|"3"|"A"|"7"|"Logic"|"3"|"11 uuuu rsrc1 r\_dst rsrc2 00 00111 uuuu"|"$r_{dst} \longleftarrow_{32} r_{src_{1}} \hat{} r_{src_{2}}$ \\ $r_{dst}.c \longleftarrow_{1} alu_{0}.c$ \\ $r_{dst}.v \longleftarrow_{1} alu_{0}.v$ \\ $r_{dst}.z \longleftarrow_{1} alu_{0}.z$ \\ $r_{dst}.n \longleftarrow_{1} alu_{0}.n$ \\"|"$r_{dst}.c$, $r_{dst}.v$, $r_{dst}.z$, $r_{dst}.n$ \\"|"$r_{dst}.n$ is implicit."|"None."|"dst range: 0:31; src1 range: 0:31; src2 range: 0:31"
"xor.l"|"rdst,rsrc1,rsrc2"|"Xor long GPR's"|"Bitwise xor of long GPR's"|"3"|"A"|"7"|"Logic"|"3"|"11 uuuu rsrc1 r\_dst rsrc2 01 00111 uuuu"|"if $(dst \enspace \% \enspace 2 == 0 \enspace \& \enspace src \enspace \% \enspace 2 == 0)$ then \\ $\enspace (r_{dst+1}\# r_{dst}) \longleftarrow_{64} (r_{src_{1}+1} \# r_{src_{1}}) \hat{} (r_{src_{2}+1} \# r_{src_{2}})$\\ $\enspace r_{dst+1}.c \longleftarrow_{1} alu_{1}.c$ \\ $\enspace r_{dst+1}.v \longleftarrow_{1} alu_{1}.v$ \\ $\enspace r_{dst+1}.z \longleftarrow_{1} alu_{1}.z$ \\ $\enspace r_{dst+1}.n \longleftarrow_{1} alu_{1}.n$ \\ $\enspace r_{dst}.c \longleftarrow_{1} alu_{0}.c$ \\ $\enspace r_{dst}.v \longleftarrow_{1} alu_{0}.v$ \\ $\enspace r_{dst}.z \longleftarrow_{1} alu_{0}.z$ \\ $\enspace r_{dst}.n \longleftarrow_{1} alu_{0}.n$ \\ else \\ $\enspace cr[4] \longleftarrow_{1} 1$ \\ endif \\"|"if $(dst \enspace \% \enspace 2 == 0 \enspace \& \enspace src \enspace \% \enspace 2 == 0)$ then \\ $\enspace r_{dst}.c$, $r_{dst}.v$, $r_{dst}.z$, $r_{dst}.n$, $r_{dst+1}.c$, $r_{dst+1}.v$, $r_{dst+1}.z$, $r_{dst+1}.n$ \\ else \\ $\enspace cr[4] \longleftarrow_{1} 1$ \\"|"$r_{dst}.n$ and $r_{dst+1}.n$ are implicit."|"None."|"dst range: 0:31 and even; src1 range: 0:31 and even; src2 range: 0:31 and even"
"rl.w"|"rdst,rsrc1,rsrc2"|"Rotate left GPR"|"Rotate left GPR by GPR and store in GPR"|"3"|"A"|"8"|"Arithmetic"|"7"|"11 uuuu rsrc1 r\_dst rsrc2 00 01000 uuuu"|"$r_{dst} \longleftarrow_{32} (r_{src_{1}}[32-U_{5}(r_{src_{2}}[4:0]):0] \# r_{src_{1}}[31:32-U_{5}(r_{src_{2}}[4:0])])$\\ $r_{dst}.c \longleftarrow_{1} alu_{0}.c$ \\ $r_{dst}.v \longleftarrow_{1} alu_{0}.v$ \\ $r_{dst}.z \longleftarrow_{1} alu_{0}.z$ \\ $r_{dst}.n \longleftarrow_{1} alu_{0}.n$ \\"|"$r_{dst}.c$, $r_{dst}.v$, $r_{dst}.z$, $r_{dst}.n$ \\"|"$r_{dst}.n$ is implicit."|"None."|"dst range: 0:31; src1 range: 0:31; src2 range: 0:31"
"rl.l"|"rdst,rsrc1,rsrc2"|"Rotate left long GPR"|"Rotate left long GPR by long GPR and store in long GPR"|"3"|"A"|"8"|"Arithmetic"|"7"|"11 uuuu rsrc1 r\_dst rsrc2 01 01000 uuuu"|"if $(dst \enspace \% \enspace 2 == 0 \enspace \& \enspace src \enspace \% \enspace 2 == 0)$ then \\ $\enspace (r_{dst+1} \# r_{dst}) \longleftarrow_{64} ((r_{src_{1}+1} \# r_{src_{1}}) [64-U_{6}(r_{src_{2}}[5:0]):0] \# (r_{src_{1}+1} \# r_{src_{1}})[63:64-U_{6}(r_{src_{2}}[5:0])])$ \\ $\enspace r_{dst+1}.c \longleftarrow_{1} alu_{1}.c$ \\ $\enspace r_{dst+1}.v \longleftarrow_{1} alu_{1}.v$ \\ $\enspace r_{dst+1}.z \longleftarrow_{1} alu_{1}.z$ \\ $\enspace r_{dst+1}.n \longleftarrow_{1} alu_{1}.n$ \\ $\enspace r_{dst}.c \longleftarrow_{1} alu_{0}.c$ \\ $\enspace r_{dst}.v \longleftarrow_{1} alu_{0}.v$ \\ $\enspace r_{dst}.z \longleftarrow_{1} alu_{0}.z$ \\ $\enspace r_{dst}.n \longleftarrow_{1} alu_{0}.n$ \\ else \\ $\enspace cr[4] \longleftarrow_{1} 1$ \\ endif \\"|"if $(dst \enspace \% \enspace 2 == 0 \enspace \& \enspace src \enspace \% \enspace 2 == 0)$ then \\ $\enspace r_{dst}.c$, $r_{dst}.v$, $r_{dst}.z$, $r_{dst}.n$, $r_{dst+1}.c$, $r_{dst+1}.v$, $r_{dst+1}.z$, $r_{dst+1}.n$ \\ else \\ $\enspace cr[4] \longleftarrow_{1} 1$ \\"|"$r_{dst}.n$ and $r_{dst+1}.n$ are implicit."|"None."|"dst range: 0:31 and even; src1 range: 0:31 and even; src2 range: 0:31 and even"
"rr.w"|"rdst,rsrc1,rsrc2"|"Rotate right GPR"|"Rotate right GPR by GPR and store in GPR"|"3"|"A"|"9"|"Arithmetic"|"8"|"11 uuuu rsrc1 r\_dst rsrc2 00 01001 uuuu"|"$r_{dst} \longleftarrow_{32} (r_{src_{1}}[U_5(r_{src_{2}}[4:0])-1:0] \# r_{src_{1}}[31:U_{5}(r_{src_{2}}[4:0]):0])$ \\ $r_{dst}.c \longleftarrow_{1} alu_{0}.c$ \\ $r_{dst}.v \longleftarrow_{1} alu_{0}.v$ \\ $r_{dst}.z \longleftarrow_{1} alu_{0}.z$ \\ $r_{dst}.n \longleftarrow_{1} alu_{0}.n$ \\"|"$r_{dst}.c$, $r_{dst}.v$, $r_{dst}.z$, $r_{dst}.n$ \\"|"$r_{dst}.n$ is implicit."|"None."|"dst range: 0:31; src1 range: 0:31; src2 range: 0:31"
"rr.l"|"rdst,rsrc1,rsrc2"|"Rotate right long GPR"|"Rotate right long GPR by long GPR and store in long GPR"|"3"|"A"|"9"|"Arithmetic"|"8"|"11 uuuu rsrc1 r\_dst rsrc2 01 01001 uuuu"|"if $(dst \enspace \% \enspace 2 == 0 \enspace \& \enspace src \enspace \% \enspace 2 == 0)$ then \\ $\enspace (r_{dst+1} \# r_{dst}) \longleftarrow_{64} ((r_{src_{1}+1} \# r_{src_{1}}) [U_{6}(r_{src_{2}}[5:0])-1:0] \# (r_{src_{1}+1}\#r_{src_{1}})[63:U_{6}(r_{src_{2}}[5:0])])$ \\ $\enspace r_{dst+1}.c \longleftarrow_{1} alu_{1}.c$ \\ $\enspace r_{dst+1}.v \longleftarrow_{1} alu_{1}.v$ \\ $\enspace r_{dst+1}.z \longleftarrow_{1} alu_{1}.z$ \\ $\enspace r_{dst+1}.n \longleftarrow_{1} alu_{1}.n$ \\ $\enspace r_{dst}.c \longleftarrow_{1} alu_{0}.c$ \\ $\enspace r_{dst}.v \longleftarrow_{1} alu_{0}.v$ \\ $\enspace r_{dst}.z \longleftarrow_{1} alu_{0}.z$ \\ $\enspace r_{dst}.n \longleftarrow_{1} alu_{0}.n$ \\ else \\ $\enspace cr[4] \longleftarrow_{1} 1$ \\ endif \\"|"if $(dst \enspace \% \enspace 2 == 0 \enspace \& \enspace src \enspace \% \enspace 2 == 0)$ then \\ $\enspace r_{dst}.c$, $r_{dst}.v$, $r_{dst}.z$, $r_{dst}.n$, $r_{dst+1}.c$, $r_{dst+1}.v$, $r_{dst+1}.z$, $r_{dst+1}.n$ \\ else \\ $\enspace cr[4] \longleftarrow_{1} 1$ \\"|"$r_{dst}.n$ and $r_{dst+1}.n$ are implicit."|"None."|"dst range: 0:31 and even; src1 range: 0:31 and even; src2 range: 0:31 and even"
"sl.w"|"rdst,rsrc1,rsrc2"|"Shift left GPR"|"Shift left GPR by GPR and store in GPR"|"3"|"A"|"10"|"Arithmetic"|"9"|"11 uuuu rsrc1 r\_dst rsrc2 00 01010 uuuu"|"$r_{dst} \longleftarrow_{32} (r_{src_{1}}[32-U_{5}(r_{src_{2}}[4:0]):0] \# (r_{src_{2}}[4:0])('0'))$ \\ $r_{dst}.c \longleftarrow_{1} alu_{0}.c$ \\ $r_{dst}.v \longleftarrow_{1} alu_{0}.v$ \\ $r_{dst}.z \longleftarrow_{1} alu_{0}.z$ \\ $r_{dst}.n \longleftarrow_{1} alu_{0}.n$ \\"|"$r_{dst}.c$, $r_{dst}.v$, $r_{dst}.z$, $r_{dst}.n$ \\"|"$r_{dst}.n$ is implicit."|"None."|"dst range: 0:31; src1 range: 0:31; src2 range: 0:31"
"sl.l"|"rdst,rsrc1,rsrc2"|"Shift left long GPR"|"Shift left long GPR by long GPR and store in long GPR"|"3"|"A"|"10"|"Arithmetic"|"9"|"11 uuuu rsrc1 r\_dst rsrc2 01 01010 uuuu"|"if $(dst \enspace \% \enspace 2 == 0 \enspace \& \enspace src \enspace \% \enspace 2 == 0)$ then \\ $\enspace (r_{dst+1} \# r_{dst}) \longleftarrow_{64} ((r_{src_{1}+1}\# r_{src_{1}}) [64-U_{6}(r_{src_{2}}[5:0]):0] \# (r_{src_{2}}[5:0])('0') )$ \\ $\enspace r_{dst+1}.c \longleftarrow_{1} alu_{1}.c$ \\ $\enspace r_{dst+1}.v \longleftarrow_{1} alu_{1}.v$ \\ $\enspace r_{dst+1}.z \longleftarrow_{1} alu_{1}.z$ \\ $\enspace r_{dst+1}.n \longleftarrow_{1} alu_{1}.n$ \\ $\enspace r_{dst}.c \longleftarrow_{1} alu_{0}.c$ \\ $\enspace r_{dst}.v \longleftarrow_{1} alu_{0}.v$ \\ $\enspace r_{dst}.z \longleftarrow_{1} alu_{0}.z$ \\ $\enspace r_{dst}.n \longleftarrow_{1} alu_{0}.n$ \\ else \\ $\enspace cr[4] \longleftarrow_{1} 1$ \\ endif \\"|"if $(dst \enspace \% \enspace 2 == 0 \enspace \& \enspace src \enspace \% \enspace 2 == 0)$ then \\ $\enspace r_{dst}.c$, $r_{dst}.v$, $r_{dst}.z$, $r_{dst}.n$, $r_{dst+1}.c$, $r_{dst+1}.v$, $r_{dst+1}.z$, $r_{dst+1}.n$ \\ else \\ $\enspace cr[4] \longleftarrow_{1} 1$ \\"|"$r_{dst}.n$ and $r_{dst+1}.n$ are implicit."|"None."|"dst range: 0:31 and even; src1 range: 0:31 and even; src2 range: 0:31 and even"
"sra.w"|"rdst,rsrc1,rsrc2"|"Shift right arithmetical GPR"|"Shift right arithmetical GPR by GPR and store in GPR"|"3"|"A"|"11"|"Arithmetic"|"10"|"11 uuuu rsrc1 r\_dst rsrc2 00 01011 uuuu"|"$r_{dst} \longleftarrow_{32} (U_{5}(r_{src_{2}}[4:0])(r_{src_{1}}[31]) \# r_{src_{1}}[31:U_{5}(r_{src_{2}}[4:0]):0] )$ \\ $r_{dst}.c \longleftarrow_{1} alu_{0}.c$ \\ $r_{dst}.v \longleftarrow_{1} alu_{0}.v$ \\ $r_{dst}.z \longleftarrow_{1} alu_{0}.z$ \\ $r_{dst}.n \longleftarrow_{1} alu_{0}.n$ \\"|"$r_{dst}.c$, $r_{dst}.v$, $r_{dst}.z$, $r_{dst}.n$ \\"|"$r_{dst}.n$ is implicit."|"None."|"dst range: 0:31; src1 range: 0:31; src2 range: 0:31"
"sra.l"|"rdst,rsrc1,rsrc2"|"Shift right arithmetical long GPR"|"Shift right arithmetical long GPR by long GPR and store in long GPR"|"3"|"A"|"11"|"Arithmetic"|"10"|"11 uuuu rsrc1 r\_dst rsrc2 01 01011 uuuu"|"if $(dst \enspace \% \enspace 2 == 0 \& src \enspace \% \enspace 2 == 0)$ then \\ $\enspace (r_{dst+1} \# r_{dst}) \longleftarrow_{64} ((U_{6}(r_{src_{2}}[5:0]))((r_{src_{1}+1}\#r_{src_{1}})[63]) \# (r_{src_{1}+1}\#r_{src_{1}})[63:U_{6}(r_{src_{2}}[5:0])])$ \\ $\enspace r_{dst+1}.c \longleftarrow_{1} alu_{1}.c$ \\ $\enspace r_{dst+1}.v \longleftarrow_{1} alu_{1}.v$ \\ $\enspace r_{dst+1}.z \longleftarrow_{1} alu_{1}.z$ \\ $\enspace r_{dst+1}.n \longleftarrow_{1} alu_{1}.n$ \\ $\enspace r_{dst}.c \longleftarrow_{1} alu_{0}.c$ \\ $\enspace r_{dst}.v \longleftarrow_{1} alu_{0}.v$ \\ $\enspace r_{dst}.z \longleftarrow_{1} alu_{0}.z$ \\ $\enspace r_{dst}.n \longleftarrow_{1} alu_{0}.n$ \\ else \\ $\enspace cr[4] \longleftarrow_{1} 1$ \\ endif \\"|"if $(dst \enspace \% \enspace 2 == 0 \enspace \& \enspace src \enspace \% \enspace 2 == 0)$ then \\ $\enspace r_{dst}.c$, $r_{dst}.v$, $r_{dst}.z$, $r_{dst}.n$, $r_{dst+1}.c$, $r_{dst+1}.v$, $r_{dst+1}.z$, $r_{dst+1}.n$ \\ else \\ $\enspace cr[4] \longleftarrow_{1} 1$ \\"|"$r_{dst}.n$ and $r_{dst+1}.n$ are implicit."|"None."|"dst range: 0:31 and even; src1 range: 0:31 and even; src2 range: 0:31 and even"
"srl.w"|"rdst,rsrc1,rsrc2"|"Shift right logical GPR"|"Shift right logical GPR by GPR and store in GPR"|"3"|"A"|"12"|"Logic"|"4"|"11 uuuu rsrc1 r\_dst rsrc2 00 01100 uuuu"|"$r_{dst} \longleftarrow_{32} (U_{5}(r_{src_{2}}[4:0])('0') \# r_{src_{1}}[31:U_{5}(r_{src_{2}}[4:0]):0] )$ \\ $r_{dst}.c \longleftarrow_{1} alu_{0}.c$ \\ $r_{dst}.v \longleftarrow_{1} alu_{0}.v$ \\ $r_{dst}.z \longleftarrow_{1} alu_{0}.z$ \\ $r_{dst}.n \longleftarrow_{1} alu_{0}.n$ \\"|"$r_{dst}.c$, $r_{dst}.v$, $r_{dst}.z$, $r_{dst}.n$ \\"|"$r_{dst}.n$ is implicit."|"None."|"dst range: 0:31; src1 range: 0:31; src2 range: 0:31"
"srl.l"|"rdst,rsrc1,rsrc2"|"Shift right logical long GPR"|"Shift right logical long GPR by long GPR and store in long GPR"|"3"|"A"|"12"|"Logic"|"4"|"11 uuuu rsrc1 r\_dst rsrc2 01 01100 uuuu"|"if $(dst \enspace \% \enspace 2 == 0 \& src \enspace \% \enspace 2 == 0)$ then \\ $\enspace (r_{dst+1} \# r_{dst}) \longleftarrow_{64} ((U_{6}(r_{src_{2}}[5:0]))('0') \# (r_{src_{1}+1} \# r_{src_{1}})[63:U_{6}(r_{src_{2}}[5:0])])$ \\ $\enspace r_{dst+1}.c \longleftarrow_{1} alu_{1}.c$ \\ $\enspace r_{dst+1}.v \longleftarrow_{1} alu_{1}.v$ \\ $\enspace r_{dst+1}.z \longleftarrow_{1} alu_{1}.z$ \\ $\enspace r_{dst+1}.n \longleftarrow_{1} alu_{1}.n$ \\ $\enspace r_{dst}.c \longleftarrow_{1} alu_{0}.c$ \\ $\enspace r_{dst}.v \longleftarrow_{1} alu_{0}.v$ \\ $\enspace r_{dst}.z \longleftarrow_{1} alu_{0}.z$ \\ $\enspace r_{dst}.n \longleftarrow_{1} alu_{0}.n$ \\ else \\ $\enspace cr[4] \longleftarrow_{1} 1$ \\ endif \\"|"if $(dst \enspace \% \enspace 2 == 0 \enspace \& \enspace src \enspace \% \enspace 2 == 0)$ then \\ $\enspace r_{dst}.c$, $r_{dst}.v$, $r_{dst}.z$, $r_{dst}.n$, $r_{dst+1}.c$, $r_{dst+1}.v$, $r_{dst+1}.z$, $r_{dst+1}.n$ \\ else \\ $\enspace cr[4] \longleftarrow_{1} 1$ \\"|"$r_{dst}.n$ and $r_{dst+1}.n$ are implicit."|"None."|"dst range: 0:31 and even; src1 range: 0:31 and even; src2 range: 0:31 and even"
"pol2recx.w"|"rdst,rsrc1,rsrc2"|"Polar to rectangular x of GPR's"|"Calculate polar to rectangular x coordinate of GPR's with cordic"|"3"|"A"|"13"|"Cordic"|"10"|"11 uuuu rsrc1 r\_dst rsrc2 00 10000 uuuu"|"$r_{dst} \longleftarrow_{32} r_{src_{1}} * cos(r_{src_{2}})$ \\ $r_{dst}.c \longleftarrow_{1} cordic_{0}.c$ \\ $r_{dst}.v \longleftarrow_{1} cordic_{0}.v$ \\ $r_{dst}.z \longleftarrow_{1} cordic_{0}.z$ \\ $r_{dst}.n \longleftarrow_{1} cordic_{0}.n$ \\"|"$r_{dst}.c$, $r_{dst}.v$, $r_{dst}.z$, $r_{dst}.n$ \\"|"$r_{dst}.n$ is implicit."|"None."|"dst range: 0:31; src1 range: 0:31; src2 range: 0:31"
"pol2recx.l"|"rdst,rsrc1,rsrc2"|"Polar to rectangular x of long GPR's"|"Calculate polar to rectangular x coordinate of long GPR's with cordic"|"3"|"A"|"13"|"Cordic"|"10"|"11 uuuu rsrc1 r\_dst rsrc2 01 10000 uuuu"|"if $(dst \enspace \% \enspace 2 == 0 \enspace \& \enspace src \enspace \% \enspace 2 == 0)$ then \\ $\enspace (r_{dst+1} \# r_{dst}) \longleftarrow_{64} (r_{src_{1}+1} \# r_{src_{1}}) * cos(r_{src_{2}+1} \# r_{src_{2}})$ \\ $\enspace r_{dst+1}.c \longleftarrow_{1} alu_{1}.c$ \\ $\enspace r_{dst+1}.v \longleftarrow_{1} alu_{1}.v$ \\ $\enspace r_{dst+1}.z \longleftarrow_{1} alu_{1}.z$ \\ $\enspace r_{dst+1}.n \longleftarrow_{1} alu_{1}.n$ \\ $\enspace r_{dst}.c \longleftarrow_{1} alu_{0}.c$ \\ $\enspace r_{dst}.v \longleftarrow_{1} alu_{0}.v$ \\ $\enspace r_{dst}.z \longleftarrow_{1} alu_{0}.z$ \\ $\enspace r_{dst}.n \longleftarrow_{1} alu_{0}.n$ \\ else \\ $\enspace cr[4] \longleftarrow_{1} 1$ \\ endif \\"|"if $(dst \enspace \% \enspace 2 == 0 \enspace \& \enspace src \enspace \% \enspace 2 == 0)$ then \\ $\enspace r_{dst}.c$, $r_{dst}.v$, $r_{dst}.z$, $r_{dst}.n$, $r_{dst+1}.c$, $r_{dst+1}.v$, $r_{dst+1}.z$, $r_{dst+1}.n$ \\ else \\ $\enspace cr[4] \longleftarrow_{1} 1$ \\"|"$r_{dst}.n$ and $r_{dst+1}.n$ are implicit."|"None."|"dst range: 0:31 and even; src1 range: 0:31 and even; src2 range: 0:31 and even"
"pol2recx.f"|"fdst,fsrc1,fsrc2"|"Polar to rectangular x of FPR's"|"Calculate polar to rectangular x coordinate of FPR's with cordic"|"3"|"A"|"13"|"Cordic"|"10"|"11 uuuu rsrc1 r\_dst rsrc2 10 10000 uuuu"|"$f_{dst} \longleftarrow_{32} f_{src_{1}} * cos(f_{src_{2}})$ \\ $f_{dst}.a \longleftarrow_{1} fpu_{0}.a$ \\ $f_{dst}.i \longleftarrow_{1} fpu_{0}.i$ \\ $f_{dst}.z \longleftarrow_{1} fpu_{0}.z$ \\ $f_{dst}.n \longleftarrow_{1} fpu_{0}.n$ \\"|"$f_{dst}.a$, $f_{dst}.i$, $f_{dst}.z$, $f_{dst}.n$ \\"|"$f_{dst}.n$ is implicit."|"None."|"dst range: 0:31; src1 range: 0:31; src2 range: 0:31"
"pol2recx.d"|"fdst,fsrc1,fsrc2"|"Polar to rectangular x of double FPR's"|"Calculate polar to rectangular x coordinate of double FPR's with cordic"|"3"|"A"|"13"|"Cordic"|"10"|"11 uuuu rsrc1 r\_dst rsrc2 11 10000 uuuu"|"if $(dst \enspace \% \enspace 2 == 0 \enspace \& \enspace src \enspace \% \enspace 2 == 0)$ then \\ $\enspace (f_{dst+1} \# f_{dst}) \longleftarrow_{64} (f_{src_{1}+1} \# f_{src_{1}}) * cos(f_{src_{2}+1} \# f_{src_{2}})$ \\ $\enspace f_{dst+1}.a \longleftarrow_{1} fpu_{1}.a$ \\ $\enspace f_{dst+1}.i \longleftarrow_{1} fpu_{1}.i$ \\ $\enspace f_{dst+1}.z \longleftarrow_{1} fpu_{1}.z$ \\ $\enspace f_{dst+1}.n \longleftarrow_{1} fpu_{1}.n$ \\ $\enspace f_{dst}.a \longleftarrow_{1} fpu_{0}.a$ \\ $\enspace f_{dst}.i \longleftarrow_{1} fpu_{0}.i$ \\ $\enspace f_{dst}.z \longleftarrow_{1} fpu_{0}.z$ \\ $\enspace f_{dst}.n \longleftarrow_{1} fpu_{0}.n$ \\ else \\ $\enspace cr[5] \longleftarrow_{1} 1$ \\ endif \\"|"if $(dst \enspace \% \enspace 2 == 0 \& src \enspace \% \enspace 2 == 0)$ then \\ $\enspace f_{dst}.a$, $f_{dst}.i$, $f_{dst}.z$, $f_{dst}.n$, $f_{dst+1}.a$, $f_{dst+1}.i$, $f_{dst+1}.z$, $f_{dst+1}.n$ \\ else \\ $\enspace cr[5] \longleftarrow_{1} 1$ \\"|"$f_{dst}.n$ and $f_{dst+1}.n$ are implicit."|"None."|"dst range: 0:31 and even; src1 range: 0:31 and even; src2 range: 0:31 and even"
