"mnemonic"|"args"|"shortdescription"|"description"|"type"|"group"|"subdivision"|"family"|"subfamily"|"coding"|"operation"|"flags"|"notes"|"assemblertranslationsandvalidations"|"cpuvalidations"
"pol2recy.w"|"rdst,rsrc1,rsrc2"|"Polar to rectangular src of GPR's"|"Calculate polar to rectangular src coordinate of GPR's with cordic"|"3"|"A"|"14"|"Cordic"|"11"|"11 uuuu rsrc1 r\_dst rsrc2 00 10001 uuuu"|"$r_{dst} \longleftarrow_{32} r_{src_{1}} * sin(r_{src_{2}})$ \\ $r_{dst}.c \longleftarrow_{1} cordic_{0}.c$ \\ $r_{dst}.v \longleftarrow_{1} cordic_{0}.v$ \\ $r_{dst}.z \longleftarrow_{1} cordic_{0}.z$ \\ $r_{dst}.n \longleftarrow_{1} cordic_{0}.n$ \\"|"$r_{dst}.c$, $r_{dst}.v$, $r_{dst}.z$, $r_{dst}.n$ \\"|"$r_{dst}.n$ is implicit."|"None."|"dst range: 0:31; src1 range: 0:31; src2 range: 0:31"
"pol2recy.l"|"rdst,rsrc1,rsrc2"|"Polar to rectangular src of long GPR's"|"Calculate polar to rectangular src coordinate of long GPR's with cordic"|"3"|"A"|"14"|"Cordic"|"11"|"11 uuuu rsrc1 r\_dst rsrc2 01 10001 uuuu"|"if $(dst \enspace \% \enspace 2 == 0 \enspace \& \enspace src \enspace \% \enspace 2 == 0)$ then \\ $\enspace (r_{dst+1} \# r_{dst}) \longleftarrow_{64} (r_{src_{1}+1} \# r_{src_{1}}) * sin(r_{src_{2}+1} \# r_{src_{2}})$ \\ $\enspace r_{dst+1}.c \longleftarrow_{1} alu_{1}.c$ \\ $\enspace r_{dst+1}.v \longleftarrow_{1} alu_{1}.v$ \\ $\enspace r_{dst+1}.z \longleftarrow_{1} alu_{1}.z$ \\ $\enspace r_{dst+1}.n \longleftarrow_{1} alu_{1}.n$ \\ $\enspace r_{dst}.c \longleftarrow_{1} alu_{0}.c$ \\ $\enspace r_{dst}.v \longleftarrow_{1} alu_{0}.v$ \\ $\enspace r_{dst}.z \longleftarrow_{1} alu_{0}.z$ \\ $\enspace r_{dst}.n \longleftarrow_{1} alu_{0}.n$ \\ else \\ $\enspace cr[4] \longleftarrow_{1} 1$ \\ endif \\"|"if $(dst \enspace \% \enspace 2 == 0 \enspace \& \enspace src \enspace \% \enspace 2 == 0)$ then \\ $\enspace r_{dst}.c$, $r_{dst}.v$, $r_{dst}.z$, $r_{dst}.n$, $r_{dst+1}.c$, $r_{dst+1}.v$, $r_{dst+1}.z$, $r_{dst+1}.n$ \\ else \\ $\enspace cr[4] \longleftarrow_{1} 1$ \\"|"$r_{dst}.n$ and $r_{dst+1}.n$ are implicit."|"None."|"dst range: 0:31 and even; src1 range: 0:31 and even; src2 range: 0:31 and even"
"pol2recy.f"|"fdst,fsrc1,fsrc2"|"Polar to rectangular src of FPR's"|"Calculate polar to rectangular src coordinate of FPR's with cordic"|"3"|"A"|"14"|"Cordic"|"11"|"11 uuuu rsrc1 r\_dst rsrc2 10 10001 uuuu"|"$f_{dst} \longleftarrow_{32} f_{src_{1}} * sin(f_{src_{2}})$ \\ $f_{dst}.a \longleftarrow_{1} fpu_{0}.a$ \\ $f_{dst}.i \longleftarrow_{1} fpu_{0}.i$ \\ $f_{dst}.z \longleftarrow_{1} fpu_{0}.z$ \\ $f_{dst}.n \longleftarrow_{1} fpu_{0}.n$ \\"|"$f_{dst}.a$, $f_{dst}.i$, $f_{dst}.z$, $f_{dst}.n$ \\"|"$f_{dst}.n$ is implicit."|"None."|"dst range: 0:31; src1 range: 0:31; src2 range: 0:31"
"pol2recy.d"|"fdst,fsrc1,fsrc2"|"Polar to rectangular src of double FPR's"|"Calculate polar to rectangular src coordinate of double FPR's with cordic"|"3"|"A"|"14"|"Cordic"|"11"|"11 uuuu rsrc1 r\_dst rsrc2 11 10001 uuuu"|"if $(dst \enspace \% \enspace 2 == 0 \enspace \& \enspace src \enspace \% \enspace 2 == 0)$ then \\ $\enspace (f_{dst+1} \# f_{dst}) \longleftarrow_{64} (f_{src_{1}+1} \# f_{src_{1}}) * sin(f_{src_{2}+1} \# f_{src_{2}})$ \\ $\enspace f_{dst+1}.a \longleftarrow_{1} fpu_{1}.a$ \\ $\enspace f_{dst+1}.i \longleftarrow_{1} fpu_{1}.i$ \\ $\enspace f_{dst+1}.z \longleftarrow_{1} fpu_{1}.z$ \\ $\enspace f_{dst+1}.n \longleftarrow_{1} fpu_{1}.n$ \\ $\enspace f_{dst}.a \longleftarrow_{1} fpu_{0}.a$ \\ $\enspace f_{dst}.i \longleftarrow_{1} fpu_{0}.i$ \\ $\enspace f_{dst}.z \longleftarrow_{1} fpu_{0}.z$ \\ $\enspace f_{dst}.n \longleftarrow_{1} fpu_{0}.n$ \\ else \\ $\enspace cr[5] \longleftarrow_{1} 1$ \\ endif \\"|"if $(dst \enspace \% \enspace 2 == 0 \& src \enspace \% \enspace 2 == 0)$ then \\ $\enspace f_{dst}.a$, $f_{dst}.i$, $f_{dst}.z$, $f_{dst}.n$, $f_{dst+1}.a$, $f_{dst+1}.i$, $f_{dst+1}.z$, $f_{dst+1}.n$ \\ else \\ $\enspace cr[5] \longleftarrow_{1} 1$ \\"|"$f_{dst}.n$ and $f_{dst+1}.n$ are implicit."|"None."|"dst range: 0:31 and even; src1 range: 0:31 and even; src2 range: 0:31 and even"
"hyp2recx.w"|"rdst,rsrc1,rsrc2"|"Hyperbolic to rectangular x of GPR's"|"Calculate hyperbolic to rectangular x coordinate of GPR's with cordic"|"3"|"A"|"15"|"Cordic"|"12"|"11 uuuu rsrc1 r\_dst rsrc2 00 10010 uuuu"|"$r_{dst} \longleftarrow_{32} r_{src_{1}} * \hat{} (r_{src_{2}})$ \\ $r_{dst}.c \longleftarrow_{1} cordic_{0}.c$ \\ $r_{dst}.v \longleftarrow_{1} cordic_{0}.v$ \\ $r_{dst}.z \longleftarrow_{1} cordic_{0}.z$ \\ $r_{dst}.n \longleftarrow_{1} cordic_{0}.n$ \\"|"$r_{dst}.c$, $r_{dst}.v$, $r_{dst}.z$, $r_{dst}.n$ \\"|"$r_{dst}.n$ is implicit."|"None."|"dst range: 0:31; src1 range: 0:31; src2 range: 0:31"
"hyp2recx.l"|"rdst,rsrc1,rsrc2"|"Hyperbolic to rectangular x of long GPR's"|"Calculate hyperbolic to rectangular x coordinate of long GPR's with cordic"|"3"|"A"|"15"|"Cordic"|"12"|"11 uuuu rsrc1 r\_dst rsrc2 01 10010 uuuu"|"if $(dst \enspace \% \enspace 2 == 0 \enspace \& \enspace src \enspace \% \enspace 2 == 0)$ then \\ $\enspace (r_{dst+1} \# r_{dst}) \longleftarrow_{64} (r_{src_{1}+1} \# r_{src_{1}}) * \hat{} (r_{src_{2}+1} \# r_{src_{2}})$ \\ $\enspace r_{dst+1}.c \longleftarrow_{1} alu_{1}.c$ \\ $\enspace r_{dst+1}.v \longleftarrow_{1} alu_{1}.v$ \\ $\enspace r_{dst+1}.z \longleftarrow_{1} alu_{1}.z$ \\ $\enspace r_{dst+1}.n \longleftarrow_{1} alu_{1}.n$ \\ $\enspace r_{dst}.c \longleftarrow_{1} alu_{0}.c$ \\ $\enspace r_{dst}.v \longleftarrow_{1} alu_{0}.v$ \\ $\enspace r_{dst}.z \longleftarrow_{1} alu_{0}.z$ \\ $\enspace r_{dst}.n \longleftarrow_{1} alu_{0}.n$ \\ else \\ $\enspace cr[4] \longleftarrow_{1} 1$ \\ endif \\"|"if $(dst \enspace \% \enspace 2 == 0 \enspace \& \enspace src \enspace \% \enspace 2 == 0)$ then \\ $\enspace r_{dst}.c$, $r_{dst}.v$, $r_{dst}.z$, $r_{dst}.n$, $r_{dst+1}.c$, $r_{dst+1}.v$, $r_{dst+1}.z$, $r_{dst+1}.n$ \\ else \\ $\enspace cr[4] \longleftarrow_{1} 1$ \\"|"$r_{dst}.n$ and $r_{dst+1}.n$ are implicit."|"None."|"dst range: 0:31 and even; src1 range: 0:31 and even; src2 range: 0:31 and even"
"hyp2recx.f"|"fdst,fsrc1,fsrc2"|"Hyperbolic to rectangular x of FPR's"|"Calculate hyperbolic to rectangular x coordinate of FPR's with cordic"|"3"|"A"|"15"|"Cordic"|"12"|"11 uuuu rsrc1 r\_dst rsrc2 10 10010 uuuu"|"$f_{dst} \longleftarrow_{32} f_{src_{1}} * \hat{} (f_{src_{2}})$ \\ $f_{dst}.a \longleftarrow_{1} fpu_{0}.a$ \\ $f_{dst}.i \longleftarrow_{1} fpu_{0}.i$ \\ $f_{dst}.z \longleftarrow_{1} fpu_{0}.z$ \\ $f_{dst}.n \longleftarrow_{1} fpu_{0}.n$ \\"|"$f_{dst}.a$, $f_{dst}.i$, $f_{dst}.z$, $f_{dst}.n$ \\"|"$f_{dst}.n$ is implicit."|"None."|"dst range: 0:31; src1 range: 0:31; src2 range: 0:31"
"hyp2recx.d"|"fdst,fsrc1,fsrc2"|"Hyperbolic to rectangular x of double FPR's"|"Calculate hyperbolic to rectangular x coordinate of double FPR's with cordic"|"3"|"A"|"15"|"Cordic"|"12"|"11 uuuu rsrc1 r\_dst rsrc2 11 10010 uuuu"|"if $(dst \enspace \% \enspace 2 == 0 \enspace \& \enspace src \enspace \% \enspace 2 == 0)$ then \\ $\enspace (f_{dst+1} \# f_{dst}) \longleftarrow_{64} (f_{src_{1}+1} \# f_{src_{1}}) * \hat{} (f_{src_{2}+1} \# f_{src_{2}})$ \\ $\enspace f_{dst+1}.a \longleftarrow_{1} fpu_{1}.a$ \\ $\enspace f_{dst+1}.i \longleftarrow_{1} fpu_{1}.i$ \\ $\enspace f_{dst+1}.z \longleftarrow_{1} fpu_{1}.z$ \\ $\enspace f_{dst+1}.n \longleftarrow_{1} fpu_{1}.n$ \\ $\enspace f_{dst}.a \longleftarrow_{1} fpu_{0}.a$ \\ $\enspace f_{dst}.i \longleftarrow_{1} fpu_{0}.i$ \\ $\enspace f_{dst}.z \longleftarrow_{1} fpu_{0}.z$ \\ $\enspace f_{dst}.n \longleftarrow_{1} fpu_{0}.n$ \\ else \\ $\enspace cr[5] \longleftarrow_{1} 1$ \\ endif \\"|"if $(dst \enspace \% \enspace 2 == 0 \& src \enspace \% \enspace 2 == 0)$ then \\ $\enspace f_{dst}.a$, $f_{dst}.i$, $f_{dst}.z$, $f_{dst}.n$, $f_{dst+1}.a$, $f_{dst+1}.i$, $f_{dst+1}.z$, $f_{dst+1}.n$ \\ else \\ $\enspace cr[5] \longleftarrow_{1} 1$ \\"|"$f_{dst}.n$ and $f_{dst+1}.n$ are implicit."|"None."|"dst range: 0:31 and even; src1 range: 0:31 and even; src2 range: 0:31 and even"
"hyp2recy.w"|"rdst,rsrc1,rsrc2"|"Hyperbolic to rectangular src of GPR's"|"Calculate hyperbolic to rectangular src coordinate of GPR's with cordic"|"3"|"A"|"16"|"Cordic"|"13"|"11 uuuu rsrc1 r\_dst rsrc2 00 10011 uuuu"|"$r_{dst} \longleftarrow_{32} r_{src_{1}} * sinh(r_{src_{2}})$ \\ $r_{dst}.c \longleftarrow_{1} cordic_{0}.c$ \\ $r_{dst}.v \longleftarrow_{1} cordic_{0}.v$ \\ $r_{dst}.z \longleftarrow_{1} cordic_{0}.z$ \\ $r_{dst}.n \longleftarrow_{1} cordic_{0}.n$ \\"|"$r_{dst}.c$, $r_{dst}.v$, $r_{dst}.z$, $r_{dst}.n$ \\"|"$r_{dst}.n$ is implicit."|"None."|"dst range: 0:31; src1 range: 0:31; src2 range: 0:31"
"hyp2recy.l"|"rdst,rsrc1,rsrc2"|"Hyperbolic to rectangular src of long GPR's"|"Calculate hyperbolic to rectangular src coordinate of long GPR's with cordic"|"3"|"A"|"16"|"Cordic"|"13"|"11 uuuu rsrc1 r\_dst rsrc2 01 10011 uuuu"|"if $(dst \enspace \% \enspace 2 == 0 \enspace \& \enspace src \enspace \% \enspace 2 == 0)$ then \\ $\enspace (r_{dst+1} \# r_{dst}) \longleftarrow_{64} (r_{src_{1}+1} \# r_{src_{1}}) * sinh(r_{src_{2}+1} \# r_{src_{2}})$ \\ $\enspace r_{dst+1}.c \longleftarrow_{1} alu_{1}.c$ \\ $\enspace r_{dst+1}.v \longleftarrow_{1} alu_{1}.v$ \\ $\enspace r_{dst+1}.z \longleftarrow_{1} alu_{1}.z$ \\ $\enspace r_{dst+1}.n \longleftarrow_{1} alu_{1}.n$ \\ $\enspace r_{dst}.c \longleftarrow_{1} alu_{0}.c$ \\ $\enspace r_{dst}.v \longleftarrow_{1} alu_{0}.v$ \\ $\enspace r_{dst}.z \longleftarrow_{1} alu_{0}.z$ \\ $\enspace r_{dst}.n \longleftarrow_{1} alu_{0}.n$ \\ else \\ $\enspace cr[4] \longleftarrow_{1} 1$ \\ endif \\"|"if $(dst \enspace \% \enspace 2 == 0 \enspace \& \enspace src \enspace \% \enspace 2 == 0)$ then \\ $\enspace r_{dst}.c$, $r_{dst}.v$, $r_{dst}.z$, $r_{dst}.n$, $r_{dst+1}.c$, $r_{dst+1}.v$, $r_{dst+1}.z$, $r_{dst+1}.n$ \\ else \\ $\enspace cr[4] \longleftarrow_{1} 1$ \\"|"$r_{dst}.n$ and $r_{dst+1}.n$ are implicit."|"None."|"dst range: 0:31 and even; src1 range: 0:31 and even; src2 range: 0:31 and even"
"hyp2recy.f"|"fdst,fsrc1,fsrc2"|"Hyperbolic to rectangular src of FPR's"|"Calculate hyperbolic to rectangular src coordinate of FPR's with cordic"|"3"|"A"|"16"|"Cordic"|"13"|"11 uuuu rsrc1 r\_dst rsrc2 10 10011 uuuu"|"$f_{dst} \longleftarrow_{32} f_{src_{1}} * sinh(f_{src_{2}})$ \\ $f_{dst}.a \longleftarrow_{1} fpu_{0}.a$ \\ $f_{dst}.i \longleftarrow_{1} fpu_{0}.i$ \\ $f_{dst}.z \longleftarrow_{1} fpu_{0}.z$ \\ $f_{dst}.n \longleftarrow_{1} fpu_{0}.n$ \\"|"$f_{dst}.a$, $f_{dst}.i$, $f_{dst}.z$, $f_{dst}.n$ \\"|"$f_{dst}.n$ is implicit."|"None."|"dst range: 0:31; src1 range: 0:31; src2 range: 0:31"
"hyp2recy.d"|"fdst,fsrc1,fsrc2"|"Hyperbolic to rectangular src of double FPR's"|"Calculate hyperbolic to rectangular src coordinate of double FPR's with cordic"|"3"|"A"|"16"|"Cordic"|"13"|"11 uuuu rsrc1 r\_dst rsrc2 11 10011 uuuu"|"if $(dst \enspace \% \enspace 2 == 0 \enspace \& \enspace src \enspace \% \enspace 2 == 0)$ then \\ $\enspace (f_{dst+1} \# f_{dst}) \longleftarrow_{64} (f_{src_{1}+1} \# f_{src_{1}}) * sinh(f_{src_{2}+1} \# f_{src_{2}})$ \\ $\enspace f_{dst+1}.a \longleftarrow_{1} fpu_{1}.a$ \\ $\enspace f_{dst+1}.i \longleftarrow_{1} fpu_{1}.i$ \\ $\enspace f_{dst+1}.z \longleftarrow_{1} fpu_{1}.z$ \\ $\enspace f_{dst+1}.n \longleftarrow_{1} fpu_{1}.n$ \\ $\enspace f_{dst}.a \longleftarrow_{1} fpu_{0}.a$ \\ $\enspace f_{dst}.i \longleftarrow_{1} fpu_{0}.i$ \\ $\enspace f_{dst}.z \longleftarrow_{1} fpu_{0}.z$ \\ $\enspace f_{dst}.n \longleftarrow_{1} fpu_{0}.n$ \\ else \\ $\enspace cr[5] \longleftarrow_{1} 1$ \\ endif \\"|"if $(dst \enspace \% \enspace 2 == 0 \& src \enspace \% \enspace 2 == 0)$ then \\ $\enspace f_{dst}.a$, $f_{dst}.i$, $f_{dst}.z$, $f_{dst}.n$, $f_{dst+1}.a$, $f_{dst+1}.i$, $f_{dst+1}.z$, $f_{dst+1}.n$ \\ else \\ $\enspace cr[5] \longleftarrow_{1} 1$ \\"|"$f_{dst}.n$ and $f_{dst+1}.n$ are implicit."|"None."|"dst range: 0:31 and even; src1 range: 0:31 and even; src2 range: 0:31 and even"
"norm.w"|"rdst,rsrc1,rsrc2"|"Norm of GPR's"|"Calculate norm of GPR's with cordic"|"3"|"A"|"17"|"Cordic"|"14"|"11 uuuu rsrc1 r\_dst rsrc2 00 10100 uuuu"|"$r_{dst} \longleftarrow_{32} sqrt(r_{src_{1}}^{2} + r_{src_{2}}^{2})$ \\ $r_{dst}.c \longleftarrow_{1} cordic_{0}.c$ \\ $r_{dst}.v \longleftarrow_{1} cordic_{0}.v$ \\ $r_{dst}.z \longleftarrow_{1} cordic_{0}.z$ \\ $r_{dst}.n \longleftarrow_{1} cordic_{0}.n$ \\"|"$r_{dst}.c$, $r_{dst}.v$, $r_{dst}.z$, $r_{dst}.n$ \\"|"$r_{dst}.n$ is implicit."|"None."|"dst range: 0:31; src1 range: 0:31; src2 range: 0:31"
"norm.l"|"rdst,rsrc1,rsrc2"|"Norm of long GPR's"|"Calculate norm of long GPR's with cordic"|"3"|"A"|"17"|"Cordic"|"14"|"11 uuuu rsrc1 r\_dst rsrc2 01 10100 uuuu"|"if $(dst \enspace \% \enspace 2 == 0 \enspace \& \enspace src \enspace \% \enspace 2 == 0)$ then \\ $\enspace (r_{dst+1} \# r_{dst}) \longleftarrow_{64} sqrt((r_{src_{1}+1} \# r_{src_{1}})^{2} + (r_{src_{2}+1} \# r_{src_{2}})^{2})$ \\ $\enspace r_{dst+1}.c \longleftarrow_{1} alu_{1}.c$ \\ $\enspace r_{dst+1}.v \longleftarrow_{1} alu_{1}.v$ \\ $\enspace r_{dst+1}.z \longleftarrow_{1} alu_{1}.z$ \\ $\enspace r_{dst+1}.n \longleftarrow_{1} alu_{1}.n$ \\ $\enspace r_{dst}.c \longleftarrow_{1} alu_{0}.c$ \\ $\enspace r_{dst}.v \longleftarrow_{1} alu_{0}.v$ \\ $\enspace r_{dst}.z \longleftarrow_{1} alu_{0}.z$ \\ $\enspace r_{dst}.n \longleftarrow_{1} alu_{0}.n$ \\ else \\ $\enspace cr[4] \longleftarrow_{1} 1$ \\ endif \\"|"if $(dst \enspace \% \enspace 2 == 0 \enspace \& \enspace src \enspace \% \enspace 2 == 0)$ then \\ $\enspace r_{dst}.c$, $r_{dst}.v$, $r_{dst}.z$, $r_{dst}.n$, $r_{dst+1}.c$, $r_{dst+1}.v$, $r_{dst+1}.z$, $r_{dst+1}.n$ \\ else \\ $\enspace cr[4] \longleftarrow_{1} 1$ \\"|"$r_{dst}.n$ and $r_{dst+1}.n$ are implicit."|"None."|"dst range: 0:31 and even; src1 range: 0:31 and even; src2 range: 0:31 and even"
"norm.f"|"fdst,fsrc1,fsrc2"|"Norm of FPR's"|"Calculate norm of FPR's with cordic"|"3"|"A"|"17"|"Cordic"|"14"|"11 uuuu rsrc1 r\_dst rsrc2 10 10100 uuuu"|"$f_{dst} \longleftarrow_{32} sqrt(f_{src_{1}}^{2} + f_{src_{2}}^{2})$ \\ $f_{dst}.a \longleftarrow_{1} fpu_{0}.a$ \\ $f_{dst}.i \longleftarrow_{1} fpu_{0}.i$ \\ $f_{dst}.z \longleftarrow_{1} fpu_{0}.z$ \\ $f_{dst}.n \longleftarrow_{1} fpu_{0}.n$ \\"|"$f_{dst}.a$, $f_{dst}.i$, $f_{dst}.z$, $f_{dst}.n$ \\"|"$f_{dst}.n$ is implicit."|"None."|"dst range: 0:31; src1 range: 0:31; src2 range: 0:31"
"norm.d"|"fdst,fsrc1,fsrc2"|"Norm of double FPR's"|"Calculate norm of double FPR's with cordic"|"3"|"A"|"17"|"Cordic"|"14"|"11 uuuu rsrc1 r\_dst rsrc2 11 10100 uuuu"|"if $(dst \enspace \% \enspace 2 == 0 \enspace \& \enspace src \enspace \% \enspace 2 == 0)$ then \\ $\enspace (f_{dst+1} \# f_{dst}) \longleftarrow_{64} sqrt((f_{src_{1}+1} \# f_{src_{1}})^{2} + (f_{src_{2}+1} \# f_{src_{2}})^{2})$ \\ $\enspace f_{dst+1}.a \longleftarrow_{1} fpu_{1}.a$ \\ $\enspace f_{dst+1}.i \longleftarrow_{1} fpu_{1}.i$ \\ $\enspace f_{dst+1}.z \longleftarrow_{1} fpu_{1}.z$ \\ $\enspace f_{dst+1}.n \longleftarrow_{1} fpu_{1}.n$ \\ $\enspace f_{dst}.a \longleftarrow_{1} fpu_{0}.a$ \\ $\enspace f_{dst}.i \longleftarrow_{1} fpu_{0}.i$ \\ $\enspace f_{dst}.z \longleftarrow_{1} fpu_{0}.z$ \\ $\enspace f_{dst}.n \longleftarrow_{1} fpu_{0}.n$ \\ else \\ $\enspace cr[5] \longleftarrow_{1} 1$ \\ endif \\"|"if $(dst \enspace \% \enspace 2 == 0 \& src \enspace \% \enspace 2 == 0)$ then \\ $\enspace f_{dst}.a$, $f_{dst}.i$, $f_{dst}.z$, $f_{dst}.n$, $f_{dst+1}.a$, $f_{dst+1}.i$, $f_{dst+1}.z$, $f_{dst+1}.n$ \\ else \\ $\enspace cr[5] \longleftarrow_{1} 1$ \\"|"$f_{dst}.n$ and $f_{dst+1}.n$ are implicit."|"None."|"dst range: 0:31 and even; src1 range: 0:31 and even; src2 range: 0:31 and even"
"atan2.w"|"rdst,rsrc1,rsrc2"|"Arctangent of GPR's"|"Calculate arctangent of GPR's with cordic"|"3"|"A"|"18"|"Cordic"|"15"|"11 uuuu rsrc1 r\_dst rsrc2 00 10101 uuuu"|"$r_{dst} \longleftarrow_{32} atan(r_{src_{1}}, (r_{src_{2}}))$ \\ $r_{dst}.c \longleftarrow_{1} cordic_{0}.c$ \\ $r_{dst}.v \longleftarrow_{1} cordic_{0}.v$ \\ $r_{dst}.z \longleftarrow_{1} cordic_{0}.z$ \\ $r_{dst}.n \longleftarrow_{1} cordic_{0}.n$ \\"|"$r_{dst}.c$, $r_{dst}.v$, $r_{dst}.z$, $r_{dst}.n$ \\"|"$r_{dst}.n$ is implicit."|"None."|"dst range: 0:31; src1 range: 0:31; src2 range: 0:31"
"atan2.l"|"rdst,rsrc1,rsrc2"|"Arctangent of long GPR's"|"Calculate arctangent of long GPR's with cordic"|"3"|"A"|"18"|"Cordic"|"15"|"11 uuuu rsrc1 r\_dst rsrc2 01 10101 uuuu"|"if $(dst \enspace \% \enspace 2 == 0 \enspace \& \enspace src \enspace \% \enspace 2 == 0)$ then \\ $\enspace (r_{dst+1} \# r_{dst}) \longleftarrow_{64} atan((r_{src_{1}+1} \# r_{src_{1}}), (r_{src_{2}+1} \# r_{src_{2}}))$ \\ $\enspace r_{dst+1}.c \longleftarrow_{1} alu_{1}.c$ \\ $\enspace r_{dst+1}.v \longleftarrow_{1} alu_{1}.v$ \\ $\enspace r_{dst+1}.z \longleftarrow_{1} alu_{1}.z$ \\ $\enspace r_{dst+1}.n \longleftarrow_{1} alu_{1}.n$ \\ $\enspace r_{dst}.c \longleftarrow_{1} alu_{0}.c$ \\ $\enspace r_{dst}.v \longleftarrow_{1} alu_{0}.v$ \\ $\enspace r_{dst}.z \longleftarrow_{1} alu_{0}.z$ \\ $\enspace r_{dst}.n \longleftarrow_{1} alu_{0}.n$ \\ else \\ $\enspace cr[4] \longleftarrow_{1} 1$ \\ endif \\"|"if $(dst \enspace \% \enspace 2 == 0 \enspace \& \enspace src \enspace \% \enspace 2 == 0)$ then \\ $\enspace r_{dst}.c$, $r_{dst}.v$, $r_{dst}.z$, $r_{dst}.n$, $r_{dst+1}.c$, $r_{dst+1}.v$, $r_{dst+1}.z$, $r_{dst+1}.n$ \\ else \\ $\enspace cr[4] \longleftarrow_{1} 1$ \\"|"$r_{dst}.n$ and $r_{dst+1}.n$ are implicit."|"None."|"dst range: 0:31 and even; src1 range: 0:31 and even; src2 range: 0:31 and even"
"atan2.f"|"fdst,fsrc1,fsrc2"|"Arctangent of FPR's"|"Calculate arctangent of FPR's with cordic"|"3"|"A"|"18"|"Cordic"|"15"|"11 uuuu rsrc1 r\_dst rsrc2 10 10101 uuuu"|"$f_{dst} \longleftarrow_{32} atan(f_{src_{1}}, (f_{src_{2}}))$ \\ $f_{dst}.a \longleftarrow_{1} fpu_{0}.a$ \\ $f_{dst}.i \longleftarrow_{1} fpu_{0}.i$ \\ $f_{dst}.z \longleftarrow_{1} fpu_{0}.z$ \\ $f_{dst}.n \longleftarrow_{1} fpu_{0}.n$ \\"|"$f_{dst}.a$, $f_{dst}.i$, $f_{dst}.z$, $f_{dst}.n$ \\"|"$f_{dst}.n$ is implicit."|"None."|"dst range: 0:31; src1 range: 0:31; src2 range: 0:31"
"atan2.d"|"fdst,fsrc1,fsrc2"|"Arctangent of double FPR's"|"Calculate arctangent of double FPR's with cordic"|"3"|"A"|"18"|"Cordic"|"15"|"11 uuuu rsrc1 r\_dst rsrc2 11 10101 uuuu"|"if $(dst \enspace \% \enspace 2 == 0 \enspace \& \enspace src \enspace \% \enspace 2 == 0)$ then \\ $\enspace (f_{dst+1} \# f_{dst}) \longleftarrow_{64} atan((f_{src_{1}+1} \# f_{src_{1}}), (f_{src_{2}+1} \# f_{src_{2}}))$ \\ $\enspace f_{dst+1}.a \longleftarrow_{1} fpu_{1}.a$ \\ $\enspace f_{dst+1}.i \longleftarrow_{1} fpu_{1}.i$ \\ $\enspace f_{dst+1}.z \longleftarrow_{1} fpu_{1}.z$ \\ $\enspace f_{dst+1}.n \longleftarrow_{1} fpu_{1}.n$ \\ $\enspace f_{dst}.a \longleftarrow_{1} fpu_{0}.a$ \\ $\enspace f_{dst}.i \longleftarrow_{1} fpu_{0}.i$ \\ $\enspace f_{dst}.z \longleftarrow_{1} fpu_{0}.z$ \\ $\enspace f_{dst}.n \longleftarrow_{1} fpu_{0}.n$ \\ else \\ $\enspace cr[5] \longleftarrow_{1} 1$ \\ endif \\"|"if $(dst \enspace \% \enspace 2 == 0 \enspace \& \enspace src \enspace \% \enspace 2 == 0)$ then \\ $\enspace f_{dst}.a$, $f_{dst}.i$, $f_{dst}.z$, $f_{dst}.n$, $f_{dst+1}.a$, $f_{dst+1}.i$, $f_{dst+1}.z$, $f_{dst+1}.n$ \\ else \\ $\enspace cr[5] \longleftarrow_{1} 1$ \\"|"$f_{dst}.n$ and $f_{dst+1}.n$ are implicit."|"None."|"dst range: 0:31 and even; src1 range: 0:31 and even; src2 range: 0:31 and even"
